,country,country_x,country_y,index,jurisdiction_x,jurisdiction_y,level_0,location_x,location_y,mealsAndIncidentals_x,mealsAndIncidentals_y,season_x,season_y,slug,slug_x,slug_y,total_x,total_y,diff
324,,SOUTH AFRICA,South Africa,133,US,UN,324,Pretoria,Pretoria,111.0,,S1,,south-africa-pretoria,,,323.0,205.0,0.5756097560975609
325,,SOUTH SUDAN,South Sudan,134,US,Canada,325,Juba,Juba,90.0,,S1,,south-sudan-juba,,,272.0,68.19088289901924,0.3198245304035274
326,,SOUTH SUDAN,SOUTH SUDAN,134,US,UK,326,Juba,Juba,90.0,,S1,,south-sudan-juba,,,272.0,280.7247645568788,-0.031079426037281664
327,,SPAIN,Spain,135,US,Canada,327,Madrid,Madrid,138.0,,S1,,spain-madrid,,,384.0,167.61464544,-0.17668292267814378
328,,SPAIN,SPAIN,135,US,UK,328,Madrid,Madrid,138.0,,S1,,spain-madrid,,,384.0,334.8093209999999,0.14692147414856505
329,,SPAIN,Spain,135,US,UN,329,Madrid,Madrid,138.0,,S1,,spain-madrid,,,384.0,314.0,0.2229299363057325
330,,SRI LANKA,Sri Lanka,136,US,Canada,330,Colombo,Colombo,97.0,,S1,,sri-lanka-colombo,,,317.0,80.25730935655373,0.20861265818250452
331,,SRI LANKA,SRI LANKA,136,US,UK,331,Colombo,Colombo,97.0,,S1,,sri-lanka-colombo,,,317.0,150.58923862743606,1.105064099462452
332,,SRI LANKA,Sri Lanka,136,US,UN,332,Colombo,Colombo (Sri Lanka-based staff),97.0,,S1,,sri-lanka-colombo,,,317.0,122.0,1.598360655737705
333,,SUDAN,Sudan,137,US,Canada,333,Khartoum,Khartoum,123.0,,S1,,sudan-khartoum,,,388.0,173.02152792643238,-0.2891058039188118
334,,SUDAN,SUDAN,137,US,UK,334,Khartoum,Khartoum,123.0,,S1,,sudan-khartoum,,,388.0,121.19046123836729,2.201572104233929
335,,SUDAN,Sudan,137,US,UN,335,Khartoum,Khartoum,123.0,,S1,,sudan-khartoum,,,388.0,165.0,1.3515151515151516
336,,SURINAME,Suriname,138,US,Canada,336,Paramaribo,Paramaribo,111.0,,S1,,suriname-paramaribo,,,260.0,100.15897883401409,0.10823813593339357
337,,SURINAME,Suriname,138,US,UN,337,Paramaribo,Paramaribo,111.0,,S1,,suriname-paramaribo,,,260.0,172.0,0.5116279069767442
338,,SWAZILAND,Swaziland,139,US,Canada,338,Mbabane,Mbabane,78.0,,S1,,swaziland-mbabane,,,219.0,81.01988539867074,-0.037273385216616016
339,,SWAZILAND,Swaziland,139,US,UN,339,Mbabane,Mbabane,78.0,,S1,,swaziland-mbabane,,,219.0,222.0,-0.013513513513513514
340,,SWEDEN,Sweden,140,US,Canada,340,Stockholm,Stockholm,171.0,,S1,,sweden-stockholm,,,403.0,202.64882808869325,-0.15617572717884912
341,,SWEDEN,SWEDEN,140,US,UK,341,Stockholm,Stockholm,171.0,,S1,,sweden-stockholm,,,403.0,323.69881574941104,0.24498447443187238
342,,SWEDEN,Sweden,140,US,UN,342,Stockholm,Stockholm,171.0,,S1,,sweden-stockholm,,,403.0,424.0,-0.049528301886792456
343,,SWITZERLAND,Switzerland,141,US,Canada,343,Bern,Bern,164.0,,S1,,switzerland-bern,,,461.0,186.71230890364427,-0.1216433401579609
345,,TAJIKISTAN,Tajikistan,143,US,Canada,345,Dushanbe,Dushanbe,83.0,,S1,,tajikistan-dushanbe,,,325.0,79.93,0.038408607531590054
346,,TAJIKISTAN,TAJIKISTAN,143,US,UK,346,Dushanbe,Dushanbe,83.0,,S1,,tajikistan-dushanbe,,,325.0,387.2124607468719,-0.1606675069982868
347,,TAJIKISTAN,Tajikistan,143,US,UN,347,Dushanbe,Dushanbe,83.0,,S1,,tajikistan-dushanbe,,,325.0,170.0,0.9117647058823529
348,,TANZANIA,Tanzania,144,US,Canada,348,Dar Es Salaam,Dar es Salaam,104.0,,S1,,tanzania-dar-es-salaam,,,309.0,100.96204211354055,0.03009009943601384
349,,TANZANIA,TANZANIA,144,US,UK,349,Dar Es Salaam,Dar Es Salaam,104.0,,S1,,tanzania-dar-es-salaam,,,309.0,236.2147017763902,0.30813195654735803
350,,THAILAND,Thailand,145,US,Canada,350,Bangkok,Bangkok,95.0,,S1,,thailand-bangkok,,,241.0,125.15529829568537,-0.24094304201522526
351,,THAILAND,THAILAND,145,US,UK,351,Bangkok,Bangkok,95.0,,S1,,thailand-bangkok,,,241.0,262.5671663325385,-0.08213961644093723
352,,THAILAND,Thailand,145,US,UN,352,Bangkok,Bangkok,95.0,,S1,,thailand-bangkok,,,241.0,228.0,0.05701754385964912
353,,TIMOR-LESTE,Timor-Leste,146,US,UN,353,Dili,Dili,76.0,,S1,,timor-leste-dili,,,205.0,160.0,0.28125
354,,TOGO,Togo,147,US,Canada,354,Lome,Lomé,154.0,,S1,,togo-lome,,,394.0,95.11098832368263,0.6191609688241879
355,,TOGO,Togo,147,US,UN,355,Lome,Lome,154.0,,S1,,togo-lome,,,394.0,198.0,0.98989898989899
356,,TRINIDAD AND TOBAGO,Trinidad and Tobago,149,US,Canada,356,Port of Spain,Port of Spain,146.0,,S1,,trinidad-and-tobago-port-of-spain,,,382.0,150.5459744677013,-0.030196586018157685
357,,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,149,US,UK,357,Port of Spain,Port of Spain,146.0,,S1,,trinidad-and-tobago-port-of-spain,,,382.0,472.37583082002,-0.19132187746170717
358,,TUNISIA,Tunisia,150,US,Canada,358,Tunis,Tunis,101.0,,S1,,tunisia-tunis,,,207.0,78.64582961631719,0.2842384712926322
359,,TUNISIA,TUNISIA,150,US,UK,359,Tunis,Tunis,101.0,,S1,,tunisia-tunis,,,207.0,118.81771617066296,0.7421644403825862
360,,TUNISIA,Tunisia,150,US,UN,360,Tunis,Tunis,101.0,,S1,,tunisia-tunis,,,207.0,142.0,0.45774647887323944
361,,TURKEY,Turkey,151,US,Canada,361,Ankara,Ankara,87.0,,S1,,turkey-ankara,,,356.0,94.85486373,-0.08280928801245778
362,,TURKEY,TURKEY,151,US,UK,362,Ankara,Ankara,87.0,,S1,,turkey-ankara,,,356.0,238.16081126991008,0.49478832433326553
363,,TURKEY,Turkey,151,US,UN,363,Ankara,Ankara,87.0,,S1,,turkey-ankara,,,356.0,171.0,1.0818713450292399
364,,TURKMENISTAN,Turkmenistan,152,US,Canada,364,Ashgabat,Ashgabat,93.0,,S1,,turkmenistan-ashgabat,,,282.0,58.42939997978007,0.5916644708346028
365,,TURKMENISTAN,TURKMENISTAN,152,US,UK,365,Ashgabat,Ashgabat,93.0,,S1,,turkmenistan-ashgabat,,,282.0,114.55881504635332,1.4616176405621502
366,,TURKMENISTAN,Turkmenistan,152,US,UN,366,Ashgabat,Ashgabat (Resident),93.0,,S1,,turkmenistan-ashgabat,,,282.0,180.0,0.5666666666666667
367,,UGANDA,Uganda,153,US,Canada,367,Kampala,Kampala,90.0,,S1,,uganda-kampala,,,340.0,68.79955160320816,0.30814806060165156
368,,UGANDA,UGANDA,153,US,UK,368,Kampala,Kampala,90.0,,S1,,uganda-kampala,,,340.0,172.0,0.9767441860465116
369,,UGANDA,Uganda,153,US,UN,369,Kampala,Kampala,90.0,,S1,,uganda-kampala,,,340.0,216.0,0.5740740740740741
370,,UKRAINE,Ukraine,154,US,Canada,370,Kyiv,Kyiv,131.0,,S1,,ukraine-kyiv,,,374.0,97.0899098786808,0.3492648223043129
371,,UKRAINE,UKRAINE,154,US,UK,371,Kyiv,Kyiv,131.0,,S1,,ukraine-kyiv,,,374.0,276.72392566940044,0.35152751644183594
372,,UKRAINE,Ukraine,154,US,UN,372,Kyiv,Kyiv,131.0,,S1,,ukraine-kyiv,,,374.0,192.0,0.9479166666666666
373,,UNITED ARAB EMIRATES,United Arab Emirates,155,US,Canada,373,Abu Dhabi,Abu Dhabi,198.0,,S1,,united-arab-emirates-abu-dhabi,,,538.0,192.6427621702806,0.027809183015056804
374,,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,155,US,UK,374,Abu Dhabi,Abu Dhabi,198.0,,S1,,united-arab-emirates-abu-dhabi,,,538.0,284.93986122116513,0.8881177161183994
375,,UNITED ARAB EMIRATES,United Arab Emirates,155,US,UN,375,Abu Dhabi,Abu Dhabi,198.0,,S1,,united-arab-emirates-abu-dhabi,,,538.0,370.0,0.4540540540540541
376,,UNITED KINGDOM,United Kingdom,156,US,UN,376,London,London,198.0,,S1,,united-kingdom-london,,,522.0,413.0,0.2639225181598063
377,,URUGUAY,Uruguay,157,US,Canada,377,Montevideo,Montevideo,92.0,,S1,,uruguay-montevideo,,,252.0,150.53575609969195,-0.388849517326148
378,,URUGUAY,URUGUAY,157,US,UK,378,Montevideo,Montevideo,92.0,,S1,,uruguay-montevideo,,,252.0,264.0,-0.045454545454545456
379,,URUGUAY,Uruguay,157,US,UN,379,Montevideo,Montevideo,92.0,,S1,,uruguay-montevideo,,,252.0,216.0,0.16666666666666666
380,,UZBEKISTAN,Uzbekistan,158,US,Canada,380,Tashkent,Tashkent,99.0,,S1,,uzbekistan-tashkent,,,279.0,100.85,-0.018344075359444663
381,,UZBEKISTAN,UZBEKISTAN,158,US,UK,381,Tashkent,Tashkent,99.0,,S1,,uzbekistan-tashkent,,,279.0,180.0,0.55
382,,UZBEKISTAN,Uzbekistan,158,US,UN,382,Tashkent,Tashkent (Residents),99.0,,S1,,uzbekistan-tashkent,,,279.0,175.0,0.5942857142857143
383,,VANUATU,Vanuatu,159,US,Canada,383,Port Vila,Port Vila,119.0,,S1,,vanuatu-port-vila,,,295.0,141.7590078853004,-0.1605471724499871
384,,VANUATU,VANUATU,159,US,UK,384,Port Vila,Port Vila,119.0,,S1,,vanuatu-port-vila,,,295.0,283.0637678222382,0.04216799723113147
385,,VANUATU,Vanuatu,159,US,UN,385,Port Vila,Port Vila,119.0,,S1,,vanuatu-port-vila,,,295.0,367.0,-0.19618528610354224
386,,VENEZUELA,Venezuela,160,US,Canada,386,Caracas,Caracas,261.0,,S1,,venezuela-caracas,,,575.0,86.94704353334353,2.001827197262992
388,,VENEZUELA,Venezuela,160,US,UN,388,Caracas,Caracas,261.0,,S1,,venezuela-caracas,,,575.0,146.0,2.9383561643835616
389,,VIETNAM,Vietnam,161,US,Canada,389,Hanoi,Hanoi,98.0,,S1,,vietnam-hanoi,,,278.0,120.96860163824194,-0.18987242414300048
390,,VIETNAM,VIETNAM,161,US,UK,390,Hanoi,Hanoi,98.0,,S1,,vietnam-hanoi,,,278.0,240.0,0.15833333333333333
391,,VIETNAM,Vietnam,161,US,UN,391,Hanoi,Hanoi,98.0,,S1,,vietnam-hanoi,,,278.0,168.0,0.6547619047619048
392,,ZAMBIA,Zambia,163,US,Canada,392,Lusaka,Lusaka,95.0,,S1,,zambia-lusaka,,,285.0,99.66,-0.046758980533814935
393,,ZAMBIA,ZAMBIA,163,US,UK,393,Lusaka,Lusaka,95.0,,S1,,zambia-lusaka,,,285.0,127.89786913307456,1.2283404870761732
394,,ZAMBIA,Zambia,163,US,UN,394,Lusaka,Lusaka,95.0,,S1,,zambia-lusaka,,,285.0,246.0,0.15853658536585366
395,,ZIMBABWE,Zimbabwe,164,US,Canada,395,Harare,Harare,112.0,,S1,,zimbabwe-harare,,,304.0,109.23,0.025359333516433175
396,,ZIMBABWE,ZIMBABWE,164,US,UK,396,Harare,Harare,112.0,,S1,,zimbabwe-harare,,,304.0,279.5,0.08765652951699464
397,,ZIMBABWE,Zimbabwe,164,US,UN,397,Harare,Harare,112.0,,S1,,zimbabwe-harare,,,304.0,188.0,0.6170212765957447
398,ALBANIA,,,0,US,EU,0,Tirana,,95.0,,S1,,albania,albania-tirana,albania,285.0,210.0,0.35714285714285715
399,ALGERIA,,,1,US,EU,1,Algiers,,75.0,,S1,,algeria,algeria-algiers,algeria,255.0,170.0,0.5
400,ANGOLA,,,2,US,EU,2,Luanda,,170.0,,S1,,angola,angola-luanda,angola,575.0,280.0,1.0535714285714286
401,ARGENTINA,,,3,US,EU,3,Buenos Aires,,129.0,,S1,,argentina,argentina-buenos-aires,argentina,396.0,285.0,0.3894736842105263
402,ARMENIA,,,4,US,EU,4,Yerevan,,92.0,,S1,,armenia,armenia-yerevan,armenia,240.0,280.0,-0.14285714285714285
403,AUSTRALIA,,,5,US,EU,5,Canberra,,137.0,,S1,,australia,australia-canberra,australia,310.0,210.0,0.47619047619047616
404,AUSTRIA,,,6,US,EU,6,Vienna,,133.0,,S1,,austria,austria-vienna,austria,374.0,234.0,0.5982905982905983
405,AZERBAIJAN,,,7,US,EU,7,Baku,,115.0,,S1,,azerbaijan,azerbaijan-baku,azerbaijan,361.0,270.0,0.337037037037037
406,BAHRAIN,,,9,US,EU,8,MANAMA,,122.0,,S1,,bahrain,bahrain-manama,bahrain,377.0,275.0,0.3709090909090909
407,BANGLADESH,,,10,US,EU,9,Dhaka,,90.0,,S1,,bangladesh,bangladesh-dhaka,bangladesh,290.0,190.0,0.5263157894736842
408,BELARUS,,,11,US,EU,10,Minsk,,84.0,,S1,,belarus,belarus-minsk,belarus,274.0,225.0,0.21777777777777776
409,BELGIUM,,,12,US,EU,11,Brussels,,149.0,,S1,,belgium,belgium-brussels,belgium,337.0,250.0,0.348
410,BELIZE,,,13,US,EU,12,Belmopan,,93.0,,S1,,belize,belize-belmopan,belize,242.0,185.0,0.3081081081081081
411,BENIN,,,14,US,EU,13,Cotonou,,93.0,,S1,,benin,benin-cotonou,benin,240.0,150.0,0.6
412,BOLIVIA,,,15,US,EU,14,La Paz,,85.0,,S1,,bolivia,bolivia-la-paz,bolivia,225.0,150.0,0.5
413,BOTSWANA,,,17,US,EU,15,Gaborone,,90.0,,S1,,botswana,botswana-gaborone,botswana,256.0,185.0,0.3837837837837838
414,BRAZIL,,,18,US,EU,16,Brasilia,,123.0,,S1,,brazil,brazil-brasilia,brazil,350.0,245.0,0.42857142857142855
415,BRUNEI,,,19,US,EU,17,Bandar Seri Begawan,,97.0,,S1,,brunei,brunei-bandar-seri-begawan,brunei,290.0,225.0,0.28888888888888886
416,BULGARIA,,,20,US,EU,18,Sofia,,103.0,,S1,,bulgaria,bulgaria-sofia,bulgaria,276.0,192.0,0.4375
417,BURKINA FASO,,,21,US,EU,19,Ouagadougou,,116.0,,S1,,burkina-faso,burkina-faso-ouagadougou,burkina-faso,297.0,145.0,1.0482758620689656
418,BURMA,,,22,US,EU,20,Rangoon,,107.0,,S1,,burma,burma-rangoon,burma,287.0,125.0,1.296
419,BURUNDI,,,23,US,EU,21,Bujumbura,,67.0,,S1,,burundi,burundi-bujumbura,burundi,187.0,165.0,0.13333333333333333
420,CABO VERDE,,,24,US,EU,22,Praia,,103.0,,S1,,cabo-verde,cabo-verde-praia,cabo-verde,261.0,125.0,1.088
421,CAMBODIA,,,25,US,EU,23,Phnom Penh,,85.0,,S1,,cambodia,cambodia-phnom-penh,cambodia,236.0,165.0,0.4303030303030303
422,CAMEROON,,,26,US,EU,24,Yaounde,,114.0,,S1,,cameroon,cameroon-yaounde,cameroon,295.0,160.0,0.84375
423,CANADA,,,27,US,EU,25,Ottawa,,116.0,,S1,,canada,canada-ottawa,canada,326.0,230.0,0.41739130434782606
424,CENTRAL AFRICAN REPUBLIC,,,28,US,EU,26,Bangui,,111.0,,S1,,central-african-republic,central-african-republic-bangui,central-african-republic,327.0,140.0,1.3357142857142856
425,CHAD,,,29,US,EU,27,Ndjamena,,119.0,,S1,,chad,chad-ndjamena,chad,360.0,210.0,0.7142857142857143
426,CHILE,,,30,US,EU,28,Santiago,,116.0,,S1,,chile,chile-santiago,chile,306.0,245.0,0.24897959183673468
427,CHINA,,,31,US,EU,29,Beijing,,119.0,,S1,,china,china-beijing,china,377.0,210.0,0.7952380952380952
428,COLOMBIA,,,32,US,EU,30,Bogota,,105.0,,S1,,colombia,colombia-bogota,colombia,382.0,170.0,1.2470588235294118
429,COMOROS,,,33,US,EU,31,Moroni,,75.0,,S1,,comoros,comoros-moroni,comoros,191.0,135.0,0.4148148148148148
430,COSTA RICA,,,34,US,EU,32,San Jose,,109.0,,S1,,costa-rica,costa-rica-san-jose,costa-rica,256.0,190.0,0.3473684210526316
431,COTE D'IVOIRE,,,35,US,EU,33,Yamoussoukro,,81.0,,S1,,cote-d'ivoire,cote-d'ivoire-yamoussoukro,cote-d'ivoire,167.0,190.0,-0.12105263157894737
432,CROATIA,,,36,US,EU,34,Zagreb,,84.0,,S1,,croatia,croatia-zagreb,croatia,260.0,185.0,0.40540540540540543
433,CUBA,,,37,US,EU,35,Havana,,111.0,,S1,,cuba,cuba-havana,cuba,316.0,225.0,0.40444444444444444
434,CYPRUS,,,38,US,EU,36,Nicosia,,125.0,,S1,,cyprus,cyprus-nicosia,cyprus,313.0,228.0,0.37280701754385964
435,DEMOCRATIC REPUBLIC OF THE CONGO,,,40,US,EU,37,Kinshasa,,141.0,,S1,,democratic-republic-of-the-congo,democratic-republic-of-the-congo-kinshasa,democratic-republic-of-the-congo,394.0,245.0,0.6081632653061224
436,DENMARK,,,41,US,EU,38,Copenhagen,,165.0,,S1,,denmark,denmark-copenhagen,denmark,421.0,297.0,0.4175084175084175
437,DOMINICAN REPUBLIC,,,42,US,EU,39,Santo Domingo,,100.0,,S1,,dominican-republic,dominican-republic-santo-domingo,dominican-republic,300.0,230.0,0.30434782608695654
438,ECUADOR,,,43,US,EU,40,Quito,,107.0,,S1,,ecuador,ecuador-quito,ecuador,297.0,190.0,0.5631578947368421
439,EGYPT,,,44,US,EU,41,Cairo,,98.0,,S1,,egypt,egypt-cairo,egypt,273.0,205.0,0.33170731707317075
440,EL SALVADOR,,,45,US,EU,42,San Salvador,,93.0,,S1,,el-salvador,el-salvador-san-salvador,el-salvador,221.0,180.0,0.22777777777777777
441,EQUATORIAL GUINEA,,,46,US,EU,43,Malabo,,114.0,,S1,,equatorial-guinea,equatorial-guinea-malabo,equatorial-guinea,299.0,145.0,1.0620689655172413
442,ERITREA,,,47,US,EU,44,Asmara,,108.0,,S1,,eritrea,eritrea-asmara,eritrea,243.0,130.0,0.8692307692307693
443,ESTONIA,,,48,US,EU,45,Tallinn,,122.0,,S1,,estonia,estonia-tallinn,estonia,268.0,185.0,0.4486486486486487
444,ETHIOPIA,,,49,US,EU,46,Addis Ababa,,85.0,,S1,,ethiopia,ethiopia-addis-ababa,ethiopia,400.0,195.0,1.0512820512820513
445,FIJI,,,50,US,EU,47,Suva,,102.0,,S1,,fiji,fiji-suva,fiji,305.0,170.0,0.7941176470588235
446,FINLAND,,,51,US,EU,48,Helsinki,,127.0,,S1,,finland,finland-helsinki,finland,349.0,255.0,0.3686274509803922
447,GABON,,,53,US,EU,49,Libreville,,115.0,,S1,,gabon,gabon-libreville,gabon,307.0,190.0,0.6157894736842106
448,GEORGIA,,,55,US,EU,50,Tbilisi,,105.0,,S1,,georgia,georgia-tbilisi,georgia,341.0,295.0,0.15593220338983052
449,GERMANY,,,56,US,EU,51,Berlin,,120.0,,S1,,germany,germany-berlin,germany,367.0,225.0,0.6311111111111111
450,GHANA,,,57,US,EU,52,Accra,,99.0,,S1,,ghana,ghana-accra,ghana,331.0,210.0,0.5761904761904761
451,GREECE,,,58,US,EU,53,Athens,,131.0,,S1,,greece,greece-athens,greece,331.0,194.0,0.7061855670103093
452,GUATEMALA,,,59,US,EU,54,Guatemala City,,96.0,,S1,,guatemala,guatemala-guatemala-city,guatemala,240.0,175.0,0.37142857142857144
453,GUINEA-BISSAU,,,60,US,EU,55,Bissau,,78.0,,S1,,guinea-bissau,guinea-bissau-bissau,guinea-bissau,238.0,140.0,0.7
454,GUINEA,,,61,US,EU,56,Conakry,,103.0,,S1,,guinea,guinea-conakry,guinea,327.0,185.0,0.7675675675675676
455,GUYANA,,,62,US,EU,57,Georgetown,,107.0,,S1,,guyana,guyana-georgetown,guyana,283.0,210.0,0.3476190476190476
456,HAITI,,,63,US,EU,58,Port-au-Prince,,111.0,,S1,,haiti,haiti-port-au-prince,haiti,266.0,190.0,0.4
457,HONDURAS,,,65,US,EU,59,Tegucigalpa,,97.0,,S1,,honduras,honduras-tegucigalpa,honduras,284.0,175.0,0.6228571428571429
458,HUNGARY,,,66,US,EU,60,Budapest,,103.0,,S1,,hungary,hungary-budapest,hungary,293.0,184.0,0.592391304347826
459,ICELAND,,,67,US,EU,61,Reykjavik,,145.0,,S2,,iceland,iceland-reykjavik,iceland,375.0,245.0,0.5306122448979592
460,INDIA,,,68,US,EU,62,New Delhi,,109.0,,S1,,india,india-new-delhi,india,400.0,245.0,0.6326530612244898
461,INDONESIA,,,69,US,EU,63,Jakarta,,104.0,,S1,,indonesia,indonesia-jakarta,indonesia,362.0,195.0,0.8564102564102564
462,IRAN,,,70,US,EU,64,Tehran,,58.0,,S1,,iran,iran-tehran,iran,155.0,200.0,-0.225
463,IRELAND,,,71,US,EU,65,Dublin,,141.0,,S1,,ireland,ireland-dublin,ireland,394.0,267.0,0.4756554307116105
464,ITALY,,,72,US,EU,66,Rome,,148.0,,S1,,italy,italy-rome,italy,548.0,246.0,1.2276422764227641
465,JAMAICA,,,73,US,EU,67,Kingston,,101.0,,S1,,jamaica,jamaica-kingston,jamaica,312.0,230.0,0.3565217391304348
466,JAPAN,,,74,US,EU,68,Tokyo City,,236.0,,S1,,japan,japan-tokyo,japan,522.0,405.0,0.28888888888888886
467,JORDAN,,,76,US,EU,69,Amman,,141.0,,S1,,jordan,jordan-amman,jordan,390.0,195.0,1.0
468,KAZAKHSTAN,,,77,US,EU,70,Astana,,133.0,,S1,,kazakhstan,kazakhstan-astana,kazakhstan,373.0,245.0,0.5224489795918368
469,KENYA,,,78,US,EU,71,Nairobi,,120.0,,S1,,kenya,kenya-nairobi,kenya,410.0,225.0,0.8222222222222222
470,KUWAIT,,,81,US,EU,72,Kuwait City,,105.0,,S1,,kuwait,kuwait-kuwait-city,kuwait,432.0,280.0,0.5428571428571428
471,KYRGYZSTAN,,,82,US,EU,73,Bishkek,,87.0,,S1,,kyrgyzstan,kyrgyzstan-bishkek,kyrgyzstan,311.0,255.0,0.2196078431372549
472,LAOS,,,83,US,EU,74,Vientiane,,92.0,,S1,,laos,laos-vientiane,laos,212.0,195.0,0.08717948717948718
473,LATVIA,,,84,US,EU,75,Riga,,113.0,,S1,,latvia,latvia-riga,latvia,293.0,189.0,0.5502645502645502
474,LEBANON,,,85,US,EU,76,Beirut,,75.0,,S1,,lebanon,lebanon-beirut,lebanon,210.0,260.0,-0.19230769230769232
475,LESOTHO,,,86,US,EU,77,Maseru,,74.0,,S1,,lesotho,lesotho-maseru,lesotho,215.0,150.0,0.43333333333333335
476,LIBERIA,,,87,US,EU,78,Monrovia,,95.0,,S1,,liberia,liberia-monrovia,liberia,295.0,235.0,0.2553191489361702
477,LITHUANIA,,,88,US,EU,79,Vilnius,,130.0,,S1,,lithuania,lithuania-vilnius,lithuania,330.0,186.0,0.7741935483870968
478,MADAGASCAR,,,90,US,EU,80,Antananarivo,,79.0,,S1,,madagascar,madagascar-antananarivo,madagascar,237.0,155.0,0.5290322580645161
479,MALAWI,,,91,US,EU,81,Lilongwe,,86.0,,S1,,malawi,malawi-lilongwe,malawi,236.0,215.0,0.09767441860465116
480,MALAYSIA,,,92,US,EU,82,Kuala Lumpur,,83.0,,S1,,malaysia,malaysia-kuala-lumpur,malaysia,269.0,250.0,0.076
481,MALI,,,93,US,EU,83,Bamako,,112.0,,S1,,mali,mali-bamako,mali,255.0,155.0,0.6451612903225806
482,MARSHALL ISLANDS,,,94,US,EU,84,Majuro,,76.0,,S1,,marshall-islands,marshall-islands-majuro,marshall-islands,215.0,185.0,0.16216216216216217
483,MAURITANIA,,,95,US,EU,85,Nouakchott,,73.0,,S1,,mauritania,mauritania-nouakchott,mauritania,189.0,125.0,0.512
484,MEXICO,,,96,US,EU,86,"Mexico City, D.F.",,118.0,,S1,,mexico,mexico-mexico-city,mexico,362.0,255.0,0.4196078431372549
485,MOLDOVA,,,97,US,EU,87,Chisinau,,73.0,,S1,,moldova,moldova-chisinau,moldova,234.0,250.0,-0.064
486,MONGOLIA,,,99,US,EU,88,Ulaanbaatar,,100.0,,S1,,mongolia,mongolia-ulaanbaatar,mongolia,285.0,160.0,0.78125
487,MOROCCO,,,101,US,EU,89,Rabat,,114.0,,S1,,morocco,morocco-rabat,morocco,274.0,205.0,0.33658536585365856
488,MOZAMBIQUE,,,102,US,EU,90,Maputo,,110.0,,S1,,mozambique,mozambique-maputo,mozambique,330.0,200.0,0.65
489,NAMIBIA,,,103,US,EU,91,Windhoek,,92.0,,S1,,namibia,namibia-windhoek,namibia,242.0,135.0,0.7925925925925926
490,NEPAL,,,104,US,EU,92,Kathmandu,,91.0,,S1,,nepal,nepal-kathmandu,nepal,257.0,185.0,0.3891891891891892
491,NETHERLANDS,,,105,US,EU,93,Amsterdam,,154.0,,S1,,netherlands,netherlands-amsterdam,netherlands,407.0,269.0,0.5130111524163569
492,NEW ZEALAND,,,106,US,EU,94,Wellington,,128.0,,S1,,new-zealand,new-zealand-wellington,new-zealand,323.0,185.0,0.745945945945946
493,NICARAGUA,,,107,US,EU,95,Managua,,94.0,,S1,,nicaragua,nicaragua-managua,nicaragua,266.0,185.0,0.43783783783783786
494,NIGER,,,108,US,EU,96,Niamey,,69.0,,S1,,niger,niger-niamey,niger,205.0,125.0,0.64
495,NIGERIA,,,109,US,EU,97,Abuja,,147.0,,S1,,nigeria,nigeria-abuja,nigeria,571.0,235.0,1.4297872340425533
496,NORWAY,,,110,US,EU,98,Oslo,,129.0,,S1,,norway,norway-oslo,norway,292.0,220.0,0.32727272727272727
497,OMAN,,,111,US,EU,99,Muscat,,155.0,,S1,,oman,oman-muscat,oman,416.0,205.0,1.0292682926829269
498,PAKISTAN,,,112,US,EU,100,Islamabad,,55.0,,S1,,pakistan,pakistan-islamabad,pakistan,125.0,180.0,-0.3055555555555556
499,PANAMA,,,113,US,EU,101,Panama City,,99.0,,S1,,panama,panama-panama-city,panama,272.0,210.0,0.29523809523809524
500,PAPUA NEW GUINEA,,,114,US,EU,102,Port Moresby,,93.0,,S1,,papua-new-guinea,papua-new-guinea-port-moresby,papua-new-guinea,388.0,190.0,1.0421052631578946
501,PERU,,,116,US,EU,103,Lima,,108.0,,S2,,peru,peru-lima,peru,358.0,210.0,0.7047619047619048
502,PHILIPPINES,,,117,US,EU,104,Manila,,110.0,,S1,,philippines,philippines-manila,philippines,289.0,210.0,0.3761904761904762
503,POLAND,,,118,US,EU,105,Warsaw,,90.0,,S1,,poland,poland-warsaw,poland,278.0,183.0,0.5191256830601093
504,PORTUGAL,,,119,US,EU,106,Lisbon,,81.0,,S1,,portugal,portugal-lisbon,portugal,242.0,184.0,0.31521739130434784
505,QATAR,,,120,US,EU,107,Doha,,162.0,,S1,,qatar,qatar-doha,qatar,389.0,200.0,0.945
506,REPUBLIC OF THE CONGO,,,121,US,EU,108,Brazzaville,,124.0,,S1,,republic-of-the-congo,congo-brazzaville,republic-of-the-congo,423.0,185.0,1.2864864864864864
507,ROMANIA,,,122,US,EU,109,Bucharest,,103.0,,S1,,romania,romania-bucharest,romania,284.0,198.0,0.43434343434343436
508,RUSSIA,,,123,US,EU,110,Moscow,,112.0,,S1,,russia,russia-moscow,russia,463.0,365.0,0.2684931506849315
509,RWANDA,,,124,US,EU,111,Kigali,,88.0,,S1,,rwanda,rwanda-kigali,rwanda,291.0,225.0,0.29333333333333333
510,SAO TOME AND PRINCIPE,,,125,US,EU,112,Sao Tome,,117.0,,S1,,sao-tome-and-principe,sao-tome-and-principe-sao-tome,sao-tome-and-principe,271.0,155.0,0.7483870967741936
511,SENEGAL,,,127,US,EU,113,Dakar,,117.0,,S1,,senegal,senegal-dakar,senegal,297.0,200.0,0.485
